service_id,store_id,service_group,merchant_name,merchant_address,store_name,store_address,store_longitude,store_latitude,Group_store,Area
3797980347767515401,3797560856528722052,beverage,Trung Nguyên Legend,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,"48 Nguyễn Bỉnh Khiêm (Nhà nghỉ dưỡng 378 Bộ Công an), Phường Xương Huân, Thành phố Nha Trang, Khánh Hòa, VIỆT NAM",109.196605,12.256678,Trung Nguyên Legend,Middle
3797980347767515401,4426157407996743829,beverage,Trung Nguyên Legend,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,"26 Hàng Trống, Phường Hàng Trống, Quận Hoàn Kiếm, Hà Nội, VIỆT NAM",105.849602,21.030642,Trung Nguyên Legend,North
3797980347767515401,6363652732867312230,beverage,Trung Nguyên Legend,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,"222 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.691273,10.766239,Trung Nguyên Legend,South
3797980347767515401,3148294169008876802,beverage,Trung Nguyên Legend,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,"87A Cách Mạng Tháng 8, Phường Bến Thành, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.678859,10.779282,Trung Nguyên Legend,South
3797980347767515401,581671474675757323,beverage,Trung Nguyên Legend,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,"644 Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Thành Phố Hồ Chí Minh, VIỆT NAM",106.631312,10.843399,Trung Nguyên Legend,South
3797980347767515401,1931741350857202336,beverage,Trung Nguyên Legend,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,"17T2-17T3 Hoàng Đạo Thúy, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội, VIỆT NAM",105.801319,21.009109,Trung Nguyên Legend,North
3797980347767515401,2875312734859225488,beverage,Trung Nguyên Legend,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,"12 Alexandre de Rhoses , Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.696571,10.779499,Trung Nguyên Legend,South
3797980347767515401,540506328822600470,beverage,Trung Nguyên Legend,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,"138 Nguyễn Thị Minh Khai, Phường Hải Châu I, Quận Hải Châu, Đà Nẵng, VIỆT NAM",108.218719,16.070056,Trung Nguyên Legend,Middle
3797980347767515401,2421636722722259895,beverage,Trung Nguyên Legend,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,"80 Đồng Khởi, Phường Bến Nghé, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.70408799999998,10.775301,Trung Nguyên Legend,South
3797980347767515401,80356187493166889,beverage,Trung Nguyên Legend,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,"184 Lê Đại Hành, Phường 15, Quận 11, Thành Phố Hồ Chí Minh, VIỆT NAM",106.65593,10.764347,Trung Nguyên Legend,South
3797980347767515401,9103275331696235270,beverage,Trung Nguyên Legend,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,"40 Lý Thường Kiệt, Phường 7, Quận 10, Thành Phố Hồ Chí Minh, VIỆT NAM",106.652819,10.791974,Trung Nguyên Legend,South
3797980347767515401,3372477191218090914,beverage,Trung Nguyên Legend,"82-84 Bùi Thị Xuân, P. Bến Thành, Quận 1, Tp Hồ Chí Minh",Trung Nguyên Legend,"69 Lý Tự Trọng, Phường Bến Thành, Quận 1, Thành Phố Hồ Chí Minh, VIỆT NAM",106.695448,10.772667,Trung Nguyên Legend,South
